target_id,latitude,longitude,time,magnitude,geometry,mc_current,mc_current_above_ref,mu,P_triggered,P_background,zeta_plus_1,depth,dmass,cp
8322,32.308,47.35,2008-08-27 21:52:38.110,5.800000000000001,POINT (47.35 32.308),5.4,0.0,6.907372514309816e-11,0.7997951237750475,0.2002048762249524,1.0,10.0,-11.269136392033085,2.354139878292583
8334,25.039,97.697,2008-08-21 12:24:30.930,6.0,POINT (97.697 25.039),5.4,0.0,6.907372514309816e-11,0.8534462940366444,0.1465537059633555,1.0,10.0,27.661881541722572,2.4065580241404003
10011,33.5,48.78,2006-03-31 01:17:00.960,6.1000000000000005,POINT (48.78 33.5),5.4,0.0,6.907372514309816e-11,0.7513220905551707,0.2486779094448293,1.0,7.0,21.190141660103773,2.6959500248836106
10068,26.912,91.705,2006-02-23 20:04:53.550,5.800000000000001,POINT (91.705 26.912),5.4,0.0,6.907372514309816e-11,0.6638571079103162,0.3361428920896839,1.0,10.0,-15.574905337691687,2.8321011961604277
10468,28.881,94.626,2005-06-01 20:06:41.450,5.800000000000001,POINT (94.626 28.881),5.4,0.0,6.907372514309816e-11,0.7967099853762348,0.2032900146237652,1.0,25.8,31.35207431117368,11.914214353146361
10598,7.102,-34.12,2005-03-24 07:33:53.040,5.4,POINT (-34.12 7.102),5.4,0.0,6.907372514309816e-11,0.5320735524344303,0.4679264475655696,1.0,21.0,-7.5961758629257226,1.8978613759041092
11317,12.702,-44.49,2004-05-11 23:58:54.410,5.5,POINT (-44.49 12.702),5.4,0.0,6.907372514309816e-11,0.887444258738264,0.1125557412617359,1.0,10.0,-8.232435619738212,1.8978613759041092
11828,29.573,95.605,2003-08-18 09:03:03.520,5.5,POINT (95.605 29.573),5.4,0.0,6.907372514309816e-11,0.5854761807946889,0.414523819205311,1.0,33.0,31.84687742437117,11.914214353146361
11864,22.854,92.306,2003-07-26 23:18:17.960,5.7,POINT (92.306 22.854),5.4,0.0,6.907372514309816e-11,0.891394122202045,0.108605877797955,1.0,10.0,31.68322316970908,11.914214353146361
11972,42.946,72.764,2003-05-22 18:11:56.980,5.5,POINT (72.764 42.946),5.4,0.0,6.907372514309816e-11,0.7517168187357135,0.2482831812642865,1.0,33.0,10.984403145527086,1.8212751591040581
12214,19.379,94.513,2002-12-04 11:30:53.780,5.6000000000000005,POINT (94.513 19.379),5.4,0.0,6.907372514309816e-11,0.5029941067105816,0.4970058932894184,1.0,53.5,15.756677704159907,2.2337158905863728
12345,31.995,49.329,2002-09-25 22:28:11.920,5.6000000000000005,POINT (49.329 31.995),5.4,0.0,6.907372514309816e-11,0.6962351317917946,0.3037648682082053,1.0,10.0,-10.524287613926324,2.354139878292583
